comune,provincia,nome_museo,sito_web,statale_non_statale,omr,sistema_museale_territoriale,sistema_museale_urbano,sistema_museale_tematico,casa_museo,indirizzo,localita,ubicazione,cap,telefno,fax,email,latitudine,longitudine
56052,56,Museo Archeologico Nazionale,htpp//:etruriameridionale.beniculturali.it,MIBACT,,,,,,Largo Mario Moretti; 1,-,c/o Chiesa della Madonna del Riposo,1017.0,0761 436209,0761 436209,sba-em@beniculturali.it,,
56052,56,"Necropoli ""Madonna dell'Olivo""",htpp//:etruriameridionale.beniculturali.it,MIBACT,,,,,,-,Località Madonna dell'Olivo,c/o Chiesa di Madonna dell'Olivo,1017.0,-,-,sba-em@beniculturali.it,,
56053,56,MUSEO DELLA PREISTORIA DELLA TUSCIA E DELLA ROCCA FARNESE,www.simulabo.it,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,PROUST,,piazza della Vittoria; 11,-,Rocca Farnese,1018.0,761420018,761420018,museo.valentano@alice.it,,
60082,60,MUSEO DEMOETNOANTROPOLOGICO,-,Non MIBACT,,,,DEMOS,,VIA G. MARCONI; 1,-,Chiesa Sant'Antonio,3020.0,775679017,775679867,vallecorsa@libero.it,41.50588,13.4079339
58108,58,museo civico DEGLI EX-VOTO,-,Non MIBACT,,,,,,PIAZZA ITALIA; 2,-,Municipio,20.0,774899031,774899150,info@comunevallepietra.it,41.9268164,13.231029
58108,58,SALE MUSEALI 'EX VOTO' SANTUARIO SANTISSIMA TRINITA' VALLE PIETRA,-,Non MIBACT,,,,,,SANTUARIO SANTISSIMA TRINITA',Vallepietra,Santuario,20.0,774899084,774899084,p.vallepietra@tiscalinet.it,41.9257111,13.2305501
58110,58,MUSEO DI PALAZZO DORIA PAMPHILJ,-,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,,,,PIAZZA UMBERTO PILOZZI; 9,-,Palazzo Doria Pamphilj,38.0,695990229,-,cultura@comune.valmontone.rm.gov.it,41.7745041,12.9190465
56055,56,MUSEO DELLA CERAMICA DI VASANELLO,-,Non MIBACT,OMR,,,,,VIA S. SALVATORE; 19,VASANELLO,PALAZZO COMUNALE,1030.0,7614089302,3392077494,tamarapatilli@libero.it,42.4184325,12.347133
58111,58,museo civico ARCHEOLOGICO ORESTE NARDINI,www.velletrimusei.it,Non MIBACT,OMR,,Sistema museale urbano di Velletri,PROUST,,VIA G.MAMELI; 6,Velletri,Palazzo Comunale,49.0,696158268,696158239,museo.civico@comune.velletri.rm.it,,
58111,58,museo civico DI GEOPALEONTOLOGIA E PREISTORIA DEI COLLI ALBANI,www.velletrimusei.it,Non MIBACT,OMR,,Sistema museale urbano di Velletri,PROUST,,VIA G. MAMELI; 4,Velletri,palazzo comunale,49.0,696158268,696158239,museo.civico@comune.velletri.rm.it,41.6862102,12.7770365
58111,58,MUSEO DIOCESANO VELLETRI,www.museodiocesanovelletri.it,Non MIBACT,OMR,,Sistema museale urbano di Velletri,,,CORSO DELLA REPUBBLICA; 347,Velletri,Palazzo vescovile,49.0,69628838,69628838,museo@museodiocesanovelletri.com,41.682847,12.775827
59033,59,MUSEO STORICO ARCHEOLOGICO COMUNALE,www.riservaventotene.it,Non MIBACT,OMR,,,,,PIAZZA CASTELLO 1,Ventotene,Forte torre borbonico - sede comunale,4020.0,771854226,771854061,riservaventotene@comune.ventotene.lt.it,40.796358,13.432965
59033,59,museo della migrazione,,Non MIBACT,OMR,,,RESINA,,,loc. il semaforo,,4020.0,0771 85275 / 340 5412447,,museoimigrazioneventotene@gmail.com,,
60085,60,MUSEO DELLE ERBE DEI MONTI ERNICI,www.comune.veroli.fr.it,Non MIBACT,,,,,,PIAZZA MAZZOLI; 10,-,-,3029.0,775237081,775230914,segreteria.veroli@libero.it,41.6907002,13.4178082
60085,60,MUSEO  DEL DUOMO,-,Non MIBACT,,,,,,piazza Duomo; 3,-,-,3029.0,775237020,775237020,giup64@infinito.it,41.69109,13.41747
60085,60,MUSEO DELL'ABBAZIA DI CASAMARI,www.casamari.it,Non MIBACT,OMR,,,PROUST,,via Mària; 25, Casamari,Abbazia di Casamari,3029.0,0775-282371,0775-281020,info@abbaziadicasamari.it  mariaromanapicuti@alice.it,41.6677359,13.4365256
60087,60,MUSEO ALLA PACE 'I NUOVI PRIMITIVI',-,Non MIBACT,,,,,,VIA GUGLIELMO MARCONI; 56,-,C/O Palazzo del Governatore,3010.0,77541662,775418932,luciano.dabbruzzo@alice.it,41.777896,13.342014
56059,56,MUSEO DEL SODALIZIO DEI FACCHINI DI SANTA ROSA,-,Non MIBACT,OMR,,Sistema museale urbano di Viterbo,,,VIA S. PELLEGRINO 60-62,-,-,1100.0,761345157,-,-,42.41386,12.1059
56059,56,MUSEO DELLA CERAMICA DELLA TUSCIA,www.museodellaceramicadellatuscia.com,Non MIBACT,OMR,,Sistema museale urbano di Viterbo,MUSART,,VIA CAVOUR; 67,-,-,1100.0,761346136,761223674,laboratorioceramica@libero.it,42.4157124,12.1063946
56059,56,MUSEO ERBARIO DELLA TUSCIA (UTV),www.unitus.it  www.sma.unitus.it,Non MIBACT,,,,,,VIA S. CAMILLO DE LELLIS; SNC,-,UNIVERSITA' DEGLI STUDI DELLA TUSCIA; ex Facoltà di Agraria - vecchio edificio,1100.0,761357490,761357028,erbario@unitus.it,42.4206766,12.107669
56059,56,NUSEO DEL COLLE DEL DUOMO,www.museocolledelduomo.it,Non MIBACT,OMR,,Sistema museale urbano di Viterbo,,,PIAZZA S. LORENZO; 8A,-,-,1100.0,3477010187,-,museocolledelduomo@libero.it,42.4154868,12.1014472
56059,56,museo civico,www.comuneviterbo.it link museocivico,Non MIBACT,,,Sistema museale urbano di Viterbo,,,PIAZZA FRANCESCO CRISPI; 2,Viterbo,Ex convento e Chiostro  della Chiesa di S.Maria della Verità,1100.0,761348276,761348276,museocivico@comune.viterbo.it,42.4176727,12.1105913
56059,56,BIBLIOTECA S. GIUSEPPE,-,Non MIBACT,OBR,,,,,VIALE A. DIAZ; 25,-,ISTITUTO TEOLOGICO 'S. PIETRO',1100.0,761343134,761321026,biblioteca.sangiuseppe@teologicoviterbese.it,42.4125612,12.1097772
56059,56,CONFRATERNITA SS.SACRAMENTO E S.ROSARIO,www.abbaziasanmartinoalcimino.it,Non MIBACT,,,,,,PIAZZA ORATORIO 5,FRAZIONE S. Martino al Cimino,Abbazia Cistercense di S.Martino al Cimino,1100.0,761379301,-,confraternitasanmartino@gmail.com,42.4157698,12.113354
56059,56,Villa Lante della Rovere,-,MIBACT,,,,,x,Via Jacopo Barozzi; 71,Località Bagnaia,-,1031.0,-,-,-,42.42681,12.15479
56059,56,Area Archeologica Antica Città di Ferento,-,MIBACT,,,,,,Strada Provinciale Teverina; Km 8;000,-,-,1100.0,-,-,-,42.4206766,12.107669
56059,56,Museo Nazionale Etrusco di Rocca Albornoz,www.etruriameridionale.beniculturali.it,MIBACT,,,Sistema museale urbano di Viterbo,,,Piazza della Rocca; 21/b,-,-,1100.0,0761 325929,0761 325929,sba-em.roccaalbornoz@beniculturali.it,42.4216431,12.1044907
58114,58,MUSEO DEMOETNOANTROPOLOGICO DEL GIOCATTOLO,www.museogiocattolo.it,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,,,,PIAZZA INDIPENDENZA,Zagarolo,PALAZZO RUSPIGLIOSI,39.0,695769405,69524572,info@museogiocattolo.it,41.8379548,12.8311353
